Date,Rainfall_mm,Temperature_C,Humidity_pct,pH_Level,Turbidity_NTU,Flow_Rate_m3h,Daily_Usage_m3,Water_Availability_Level
2018-05-21,1.13,38.77,42.06,7.35,0.6,544.66,4796.46,4541.32
2018-05-22,0.47,32.98,58.0,6.87,1.26,475.99,5072.47,4315.12
2018-05-23,1.65,37.82,66.61,6.9,2.53,531.6,5147.9,4260.47
2018-05-24,6.9,24.95,34.01,6.98,4.12,499.95,4827.51,5363.81
2018-05-25,0.18,32.35,21.35,7.38,2.26,480.05,4988.67,4382.13
2018-05-26,0.15,29.8,30.68,6.72,1.03,390.28,4976.65,4442.46
2018-05-27,3.24,30.52,49.18,7.06,7.15,458.11,4975.53,4738.41
2018-05-28,4.37,38.69,84.25,7.13,10.09,472.64,4725.68,4937.7
2018-05-29,0.68,27.15,41.98,7.56,7.08,558.96,4704.38,4820.67
2018-05-30,0.51,32.41,47.31,7.18,3.56,439.28,5284.08,4119.08
2018-05-31,0.16,32.43,59.65,7.14,2.31,460.78,4651.47,4716.08
2018-06-01,10.9,33.72,72.35,7.28,15.65,471.19,5081.64,5334.03
2018-06-02,27.16,30.76,92.51,7.39,15.0,427.09,4763.33,7337.03
2018-06-03,13.33,29.1,96.81,6.89,15.63,562.49,4444.68,6306.18
2018-06-04,4.93,36.7,67.33,7.5,6.49,377.18,4782.78,4976.36
2018-06-05,13.87,45.19,95.97,7.52,12.11,534.76,5329.7,5153.77
2018-06-06,14.02,28.76,89.97,7.15,10.15,452.87,5032.52,5794.6
2018-06-07,22.02,31.42,74.62,7.09,13.5,480.88,4674.08,6899.41
2018-06-08,7.96,29.85,61.07,6.89,5.65,530.05,4732.05,5467.14
2018-06-09,24.34,31.4,100.0,7.27,14.24,498.81,5409.41,6396.15
2018-06-10,7.07,27.99,67.46,6.69,9.64,546.62,4486.74,5660.36
2018-06-11,18.87,34.68,72.63,7.07,14.81,436.27,5030.01,6163.39
2018-06-12,2.27,24.55,65.67,6.85,2.52,436.82,4063.53,5672.19
2018-06-13,17.41,27.1,100.0,7.52,11.55,468.63,5191.19,6008.02
2018-06-14,5.95,30.75,98.62,7.46,10.88,469.85,4422.88,3556.83
2018-06-15,25.78,30.06,88.15,7.24,13.93,521.09,4731.01,7245.56
2018-06-16,55.68,36.83,72.11,6.77,29.96,424.59,4744.58,10086.57
2018-06-17,36.9,23.04,76.51,7.23,24.2,572.59,4667.12,8561.91
2018-06-18,18.1,27.28,98.19,7.05,20.96,459.46,4972.0,6292.64
2018-06-19,28.26,34.03,73.29,6.89,19.59,563.08,4807.8,7338.02
2018-06-20,15.68,29.19,80.9,7.4,11.8,451.47,5362.32,5621.65
2018-06-21,23.49,29.82,54.29,6.69,12.54,548.7,4700.09,7052.21
2018-06-22,7.96,30.69,56.48,7.7,7.54,526.04,4730.01,5452.3
2018-06-23,49.2,29.78,100.0,7.38,31.52,502.91,4790.96,9533.57
2018-06-24,41.27,30.28,89.09,7.0,27.59,422.73,4738.51,8782.89
2018-06-25,15.07,29.85,100.0,7.39,12.93,385.01,5635.79,5273.74
2018-06-26,15.97,35.06,48.5,7.08,9.36,563.02,4982.93,5913.01
2018-06-27,13.97,31.05,96.62,7.23,10.94,541.42,5512.53,5263.74
2018-06-28,27.8,20.13,78.47,7.3,18.0,444.4,4803.5,7574.27
2018-06-29,17.59,32.11,61.34,7.47,10.77,574.67,4665.37,6451.25
2018-06-30,13.17,29.75,73.52,7.27,11.08,424.15,5184.06,5538.19
2018-07-01,9.51,19.62,100.0,7.34,9.24,535.57,4967.44,5591.58
2018-07-02,19.38,31.71,71.38,7.09,10.71,532.32,5045.37,6258.02
2018-07-03,31.93,26.65,65.69,6.82,18.59,492.87,4856.79,7803.13
2018-07-04,52.52,28.8,100.0,6.76,26.82,460.94,5043.35,9632.45
2018-07-05,7.89,22.88,98.46,7.13,6.13,473.87,5131.24,5200.13
2018-07-06,12.23,24.72,83.69,7.27,6.49,507.98,4334.69,6394.38
2018-07-07,6.51,15.86,62.63,7.15,4.84,457.42,4723.59,5610.73
2018-07-08,32.51,21.87,69.69,7.32,20.45,532.21,4293.87,8519.62
2018-07-09,15.81,26.53,78.14,7.14,8.4,562.04,4789.64,6260.84
2018-07-10,10.2,19.2,72.49,7.68,12.47,550.42,4623.25,6013.17
2018-07-11,7.61,33.36,79.83,7.34,9.53,504.75,4993.13,5100.74
2018-07-12,26.13,28.59,81.85,7.34,16.91,519.34,4670.52,7370.94
2018-07-13,11.06,26.03,67.65,7.9,16.03,485.41,5077.3,5508.17
2018-07-14,10.48,28.56,98.4,7.25,13.61,523.12,4766.96,5710.3
2018-07-15,12.06,22.47,100.0,7.57,9.62,512.59,4806.94,5950.02
2018-07-16,21.12,17.84,79.22,7.22,14.17,483.67,4835.61,6919.34
2018-07-17,19.7,24.88,100.0,7.14,10.62,522.65,4849.85,6622.83
2018-07-18,33.67,31.22,71.37,7.48,16.97,510.17,4829.02,7913.09
2018-07-19,60.68,26.59,100.0,6.88,30.89,482.76,4313.88,11221.9
2018-07-20,34.66,28.31,68.17,7.04,29.4,537.58,4379.87,8519.69
2018-07-21,16.57,29.78,70.49,7.08,13.81,498.43,4807.53,6253.8
2018-07-22,7.18,20.66,82.82,7.41,4.46,438.83,4356.3,5948.46
2018-07-23,14.55,33.88,93.73,6.98,8.85,454.36,4545.73,6232.01
2018-07-24,39.84,18.49,77.38,6.81,27.17,465.37,4270.81,9343.18
2018-07-25,6.19,24.72,40.88,7.39,10.42,527.56,5059.1,5064.97
2018-07-26,26.96,25.26,42.24,7.18,14.23,531.45,4727.44,7463.55
2018-07-27,4.69,17.99,61.71,7.45,13.57,533.71,5014.18,5095.44
2018-07-28,14.12,27.46,64.67,7.14,11.71,535.65,4838.82,6023.66
2018-07-29,31.92,20.71,91.49,7.65,19.91,496.38,4437.88,8339.65
2018-07-30,9.64,19.66,100.0,7.25,10.3,389.27,4264.38,6306.61
2018-07-31,12.05,25.9,82.81,7.42,7.41,595.35,4503.68,6183.43
2018-08-01,12.39,25.4,70.07,7.12,8.44,411.71,4859.62,5871.76
2018-08-02,36.31,27.06,73.97,7.27,27.05,496.75,4929.05,8161.19
2018-08-03,23.81,21.43,64.99,7.19,13.29,634.33,4692.03,7260.27
2018-08-04,20.44,33.39,83.94,6.9,10.47,556.47,4822.36,6553.99
2018-08-05,11.36,26.72,75.53,6.74,9.28,493.25,4747.0,5854.44
2018-08-06,24.89,28.91,100.0,7.16,15.83,515.75,5078.08,6832.68
2018-08-07,33.41,27.45,65.41,7.49,23.26,437.02,4481.69,8310.45
2018-08-08,45.12,23.95,67.29,6.83,25.18,503.28,4786.92,9245.62
2018-08-09,9.07,31.04,87.99,7.39,5.52,502.9,4943.24,5342.49
2018-08-10,1.97,26.28,73.48,7.22,3.72,484.97,4531.73,5139.67
2018-08-11,26.4,24.07,90.6,7.19,14.61,485.11,5159.69,6999.17
2018-08-12,47.19,24.78,86.52,7.28,25.62,516.57,4407.58,9816.11
2018-08-13,5.11,23.93,78.74,7.66,6.42,477.76,4854.64,5177.86
2018-08-14,22.91,23.29,60.84,7.23,13.64,413.15,5046.2,6779.26
2018-08-15,14.86,29.01,85.51,7.51,7.92,474.15,5220.65,5685.43
2018-08-16,17.56,28.27,86.35,7.35,9.51,458.0,4684.85,6505.63
2018-08-17,20.29,25.2,62.13,7.32,19.02,425.95,4492.19,7033.11
2018-08-18,18.59,17.83,73.74,7.6,10.66,501.77,4940.86,6561.3
2018-08-19,34.83,31.27,72.97,6.82,18.43,478.65,4668.43,8189.55
2018-08-20,15.62,24.79,100.0,7.4,9.81,558.03,4259.08,6806.94
2018-08-21,14.49,23.46,56.79,7.64,8.01,603.33,4677.72,6301.72
2018-08-22,3.48,19.65,100.0,7.54,3.85,566.35,4245.62,5709.67
2018-08-23,16.65,23.27,73.65,7.74,10.36,498.27,4321.27,6878.69
2018-08-24,4.03,28.47,71.25,6.68,7.53,503.86,5266.61,4566.65
2018-08-25,39.25,33.7,98.28,7.76,23.84,523.55,5196.31,8054.91
2018-08-26,8.17,25.05,88.9,7.42,5.58,493.73,4838.73,5477.24
2018-08-27,13.61,30.63,70.94,7.46,9.48,468.03,5196.91,5551.64
2018-08-28,26.27,21.65,100.0,7.06,13.59,468.48,4270.29,7923.8
2018-08-29,2.04,27.48,84.3,7.36,2.84,500.02,4733.41,4920.99
2018-08-30,8.55,24.88,51.22,7.21,4.56,519.35,5174.37,5182.78
2018-08-31,16.8,24.97,70.41,7.46,11.41,556.59,4984.75,6195.98
2018-09-01,7.32,29.66,94.27,6.83,4.57,511.82,4438.66,5699.81
2018-09-02,21.91,23.26,57.41,6.99,14.78,509.33,4900.01,6825.36
2018-09-03,10.04,21.72,81.66,7.16,6.62,477.29,4632.04,5937.49
2018-09-04,3.35,20.55,84.48,7.05,7.36,583.47,5343.61,4580.46
2018-09-05,17.45,19.44,84.23,7.53,10.85,395.25,4582.87,6772.86
2018-09-06,5.54,22.21,75.47,7.8,3.28,512.82,4374.27,5735.18
2018-09-07,29.62,22.2,94.73,7.18,21.59,540.79,4316.82,8201.23
2018-09-08,19.37,26.31,95.88,7.49,11.34,513.14,4615.96,6795.2
2018-09-09,22.6,23.36,82.54,7.43,12.6,434.14,4903.48,6889.81
2018-09-10,14.43,11.63,75.42,7.11,8.19,480.44,4577.33,6633.16
2018-09-11,11.41,24.47,100.0,6.94,8.53,427.53,5084.23,5567.03
2018-09-12,24.57,24.75,94.58,7.09,12.58,620.47,4970.49,6991.89
2018-09-13,12.08,30.85,81.95,7.0,19.45,479.13,4882.49,5708.85
2018-09-14,20.25,31.29,80.66,6.99,15.48,511.74,4690.14,6709.01
2018-09-15,22.13,24.57,90.12,7.73,15.54,533.08,5368.71,6353.06
2018-09-16,16.6,28.51,82.42,7.42,9.47,504.49,4730.08,6359.94
2018-09-17,17.09,30.39,100.0,7.44,9.24,361.77,4636.92,6464.41
2018-09-18,18.69,28.07,96.93,7.39,12.64,480.91,4840.62,6467.18
2018-09-19,12.53,22.05,76.91,7.67,9.51,462.64,4796.24,6015.74
2018-09-20,2.24,25.37,68.1,6.8,3.08,428.08,4058.32,5657.93
2018-09-21,7.65,17.9,72.6,7.04,5.69,542.26,5024.45,5382.26
2018-09-22,15.46,23.56,100.0,6.86,10.63,568.73,4616.17,4458.46
2018-09-23,14.77,32.48,98.74,7.28,8.94,393.64,5350.51,5477.14
2018-09-24,8.53,17.89,86.67,7.35,7.86,503.9,4505.69,5989.11
2018-09-25,11.32,24.87,92.68,7.58,6.13,495.16,4863.55,5770.55
2018-09-26,1.3,29.97,57.0,7.58,1.23,499.15,4887.21,4643.58
2018-09-27,39.91,23.64,65.31,6.65,20.32,495.65,4300.96,9216.85
2018-09-28,30.47,31.37,81.79,7.66,20.13,498.46,4625.24,7794.01
2018-09-29,25.25,21.05,96.51,7.33,15.65,497.68,4624.33,7479.93
2018-09-30,27.45,29.29,73.57,7.36,14.16,546.27,5088.53,7071.06
2018-10-01,2.68,26.41,64.93,6.8,8.2,542.63,4969.05,4770.37
2018-10-02,3.14,19.21,31.19,6.94,3.07,549.88,4659.17,5270.78
2018-10-03,0.74,22.83,61.81,7.14,4.78,493.55,4485.96,5131.89
2018-10-04,4.49,25.19,73.27,7.62,4.27,528.2,4699.9,5245.03
2018-10-05,2.31,23.83,40.49,7.1,6.46,365.09,4626.04,5128.57
2018-10-06,0.08,33.38,56.1,7.38,6.39,398.0,4885.54,4455.22
2018-10-07,3.11,27.08,38.98,7.07,4.57,559.38,4747.88,5021.67
2018-10-08,0.05,13.13,47.92,7.62,1.53,440.68,4963.85,4778.78
2018-10-09,2.16,22.32,54.37,7.08,4.94,435.97,4706.76,5062.6
2018-10-10,0.03,29.73,59.79,7.64,2.13,572.81,4678.63,4729.27
2018-10-11,0.23,20.95,43.13,7.47,5.86,558.7,4798.61,4805.0
2018-10-12,0.44,27.54,59.43,6.98,1.57,419.77,5312.02,4180.87
2018-10-13,0.09,25.9,25.83,6.99,2.72,584.17,4612.19,4878.39
2018-10-14,2.02,16.51,36.07,7.26,3.25,534.43,4768.21,5103.82
2018-10-15,0.44,19.37,40.69,6.92,2.9,558.74,4825.17,4831.14
2018-10-16,0.15,17.41,70.6,7.33,3.21,530.65,4553.55,5113.62
2018-10-17,0.09,16.59,84.14,7.07,1.64,503.07,5028.79,4648.12
2018-10-18,2.28,24.7,49.77,7.58,4.8,550.35,4840.16,4893.94
2018-10-19,0.0,32.63,74.12,7.74,4.8,455.92,4857.2,4490.72
2018-10-20,0.39,17.28,50.63,7.24,1.26,469.8,4944.12,4749.4
2018-10-21,1.03,20.25,54.51,7.12,3.72,504.48,4394.89,5302.82
2018-10-22,3.69,26.9,34.99,6.97,2.66,539.19,4502.62,5328.66
2018-10-23,2.11,21.55,58.8,7.39,3.29,547.33,4371.89,5408.57
2018-10-24,0.28,21.59,50.48,6.97,0.98,452.17,4566.37,5030.11
2018-10-25,0.79,23.32,34.52,7.02,2.12,519.68,4437.46,5175.3
2018-10-26,3.78,26.22,62.06,7.42,4.46,456.28,4814.6,5038.91
2018-10-27,1.57,18.14,36.16,6.82,1.29,441.9,5164.58,4630.0
2018-10-28,1.13,23.8,42.09,7.24,1.82,448.17,4582.51,5054.78
2018-10-29,0.78,24.81,42.89,8.02,2.66,490.95,4971.08,4610.23
2018-10-30,0.44,26.26,41.79,6.97,2.89,539.31,5016.58,4502.21
2018-10-31,0.18,27.76,64.21,7.18,2.06,501.78,4955.33,4507.45
2018-11-01,4.5,21.46,74.89,7.78,10.41,530.34,4283.24,5737.16
2018-11-02,0.86,23.39,49.16,6.99,4.2,537.45,4710.25,4907.74
2018-11-03,1.5,21.48,48.33,6.83,6.51,426.13,4806.41,2913.78
2018-11-04,3.16,23.05,43.03,7.22,3.28,472.15,4677.1,5177.7
2018-11-05,1.53,21.29,54.55,7.05,0.86,477.11,4154.74,5572.39
2018-11-06,1.64,17.82,56.24,7.21,8.94,461.91,5193.29,4614.76
2018-11-07,1.94,16.94,49.7,7.56,5.37,474.92,4776.84,5077.95
2018-11-08,4.2,22.27,57.61,6.75,7.8,447.9,3996.95,5978.08
2018-11-09,0.49,18.89,57.49,6.9,7.66,521.16,4653.09,5018.04
2018-11-10,1.51,20.14,80.68,7.69,1.5,473.29,4499.02,5249.73
2018-11-11,3.79,33.66,63.2,7.11,3.88,552.19,5187.56,4518.67
2018-11-12,0.26,25.38,34.32,6.83,2.39,480.91,4924.12,4594.65
2018-11-13,2.53,29.14,38.26,7.52,3.81,514.16,5024.23,4646.5
2018-11-14,0.68,29.46,65.97,7.1,3.37,481.25,4594.31,4884.45
2018-11-15,1.09,30.15,34.49,6.97,2.48,543.13,4891.69,4614.36
2018-11-16,2.4,28.94,64.08,7.74,1.44,519.53,4722.28,4938.82
2018-11-17,1.29,28.59,57.32,7.18,2.5,596.18,4914.9,4642.66
2018-11-18,2.62,19.55,34.45,7.09,1.92,525.21,4641.27,5229.99
2018-11-19,5.87,31.61,68.88,7.25,3.53,561.3,4602.32,5352.49
2018-11-20,0.46,29.36,52.23,6.76,4.77,563.37,4363.87,5094.92
2018-11-21,0.38,19.83,42.86,6.79,6.93,486.63,4949.47,4691.69
2018-11-22,1.04,26.63,43.4,6.91,3.85,571.41,4855.48,4715.54
2018-11-23,0.62,14.24,62.1,6.77,1.26,464.88,4600.08,5176.79
2018-11-24,0.08,29.99,27.39,7.01,0.81,568.84,4740.55,4667.13
2018-11-25,2.86,25.59,11.33,7.92,2.51,438.37,4936.17,4838.4
2018-11-26,0.79,25.54,57.61,6.56,3.78,499.68,4661.29,4907.31
2018-11-27,4.51,21.51,54.22,7.18,5.03,488.54,4899.37,5121.29
2018-11-28,0.18,23.45,62.78,7.15,0.42,555.27,4628.09,4921.28
2018-11-29,4.27,26.48,82.7,7.36,6.26,503.78,4469.52,5428.32
2018-11-30,0.16,29.31,27.99,6.85,8.72,575.08,5164.6,4264.84
2018-12-01,9.03,25.4,65.13,7.4,7.85,438.95,4632.7,5762.68
2018-12-02,0.55,29.22,34.56,7.11,10.77,402.78,4912.18,4558.53
2018-12-03,0.56,24.25,43.37,6.78,0.73,481.25,5081.65,4489.41
2018-12-04,4.74,25.45,73.9,7.24,2.69,479.5,5033.17,4931.58
2018-12-05,3.44,26.25,47.41,7.4,4.16,539.1,4590.39,5228.3
2018-12-06,1.06,29.39,74.32,7.14,3.25,499.5,4971.86,4546.1
2018-12-07,2.49,26.56,23.56,7.14,3.71,462.66,4756.1,4961.95
2018-12-08,1.02,21.47,35.46,7.18,3.19,502.15,4538.22,5134.2
2018-12-09,0.24,15.66,12.36,7.36,2.04,472.83,4901.05,4810.16
2018-12-10,1.27,19.75,53.49,7.28,3.14,516.15,4513.81,5217.89
2018-12-11,0.87,15.95,36.65,7.22,3.01,534.52,5101.21,4667.06
2018-12-12,0.31,23.98,49.05,7.05,2.32,498.81,4929.03,4622.04
2018-12-13,1.03,22.92,24.82,7.31,4.82,396.21,4183.89,5460.69
2018-12-14,0.47,28.62,43.95,7.0,6.79,529.27,4785.73,4688.87
2018-12-15,1.43,24.3,34.5,6.98,5.04,440.51,4636.44,5020.86
2018-12-16,3.03,18.82,69.2,7.03,2.12,478.18,4681.64,5244.97
2018-12-17,2.43,31.57,81.23,6.79,12.92,473.4,5226.03,4385.73
2018-12-18,0.73,30.2,62.8,7.52,8.01,495.8,5260.71,4208.7
2018-12-19,2.73,28.78,76.2,7.36,4.03,441.76,4731.1,4966.45
2018-12-20,1.15,29.42,74.47,7.03,8.13,500.45,4493.08,5033.53
2018-12-21,0.22,17.47,28.28,7.24,3.04,537.28,4372.46,5299.62
2018-12-22,1.91,18.52,74.63,6.77,1.24,506.08,5303.02,4517.17
2018-12-23,0.3,29.41,63.79,7.12,3.85,418.53,4845.25,4596.58
2018-12-24,0.25,25.84,57.33,7.74,1.4,491.61,4487.17,5020.71
2018-12-25,1.66,17.56,73.58,7.48,2.89,389.07,4383.91,5431.05
2018-12-26,2.0,27.22,38.04,7.18,1.43,377.26,4759.61,4896.15
2018-12-27,1.99,18.43,48.08,7.71,7.78,528.62,4412.32,3417.76
2018-12-28,0.45,22.32,39.82,7.41,1.6,539.59,4668.94,4930.11
2018-12-29,0.15,17.94,59.95,7.36,5.64,461.17,4632.91,5023.04
2018-12-30,0.13,16.92,39.77,7.39,3.16,435.56,5011.81,4663.17
2018-12-31,7.52,29.66,56.83,6.66,5.1,557.97,4466.31,5692.79
2019-01-01,0.01,34.6,40.03,6.84,3.1,436.01,4408.08,4901.19
2019-01-02,2.82,30.85,61.68,7.86,2.71,533.64,4496.44,5168.48
2019-01-03,1.21,28.79,70.45,6.93,2.63,583.78,5694.04,3850.91
2019-01-04,1.47,23.9,56.24,7.45,2.58,586.77,4974.66,4694.59
2019-01-05,2.46,23.01,84.06,7.37,3.99,512.55,4671.8,5114.15
2019-01-06,1.75,33.53,42.35,6.81,2.37,492.07,4524.88,4979.55
2019-01-07,1.58,21.79,43.93,7.69,2.49,608.12,4241.68,5480.65
2019-01-08,1.86,29.54,74.79,6.87,1.3,520.84,4737.41,4858.22
2019-01-09,1.1,27.97,45.36,6.36,2.98,449.11,4631.4,4919.43
2019-01-10,1.16,26.87,51.83,7.38,1.34,518.61,4764.29,4814.6
2019-01-11,1.7,16.96,61.43,6.61,6.22,445.19,4714.01,5116.78
2019-01-12,1.92,21.37,48.28,7.34,6.92,517.02,4693.8,5070.51
2019-01-13,1.09,21.83,32.71,6.91,3.32,518.09,4701.52,4970.91
2019-01-14,4.89,25.61,55.39,7.45,3.7,487.56,5482.63,4494.08
2019-01-15,4.82,20.37,63.01,7.16,6.16,569.32,4633.94,3440.56
2019-01-16,0.67,27.46,50.6,6.95,0.99,468.29,4812.62,4705.11
2019-01-17,0.75,30.2,58.62,6.93,0.55,508.65,4769.76,4700.9
2019-01-18,3.62,20.95,50.2,7.17,5.76,405.07,4175.11,5767.86
2019-01-19,2.14,15.13,26.54,7.23,3.34,583.35,4362.54,5549.05
2019-01-20,3.85,16.52,38.6,7.38,3.69,528.84,4708.67,5346.1
2019-01-21,0.54,29.12,60.46,7.23,2.9,496.82,4678.66,4792.55
2019-01-22,1.85,26.62,48.45,7.09,11.61,535.29,4643.51,5009.28
2019-01-23,1.01,29.62,36.24,7.29,2.33,468.34,4910.64,4597.76
2019-01-24,4.27,21.41,65.4,7.38,3.49,470.05,4862.19,5136.95
2019-01-25,1.17,16.66,39.02,7.55,8.07,515.25,4947.91,4836.23
2019-01-26,4.26,28.69,26.37,7.29,6.07,502.89,4781.65,5070.74
2019-01-27,2.59,21.52,47.38,6.69,2.12,479.86,5050.09,4778.39
2019-01-28,6.74,32.44,50.6,7.48,4.82,525.82,4574.13,5451.0
2019-01-29,3.94,17.22,55.72,7.58,3.72,527.12,4495.57,5553.52
2019-01-30,2.51,27.61,21.94,7.45,13.61,497.29,4999.13,4699.92
2019-01-31,0.24,28.5,36.03,7.49,13.43,441.94,4995.43,4459.0
2019-02-01,0.22,18.96,44.9,7.37,1.54,559.68,4731.38,4911.81
2019-02-02,3.12,17.5,52.83,6.61,4.33,500.86,4357.41,5604.74
2019-02-03,1.7,26.66,42.56,7.21,5.8,496.39,4796.41,4840.2
2019-02-04,0.55,28.38,33.13,7.45,14.62,428.7,5004.96,4482.89
2019-02-05,0.64,35.88,50.24,7.21,1.69,452.74,4937.67,4409.15
2019-02-06,0.16,27.6,60.06,6.72,1.79,497.3,4881.11,4583.36
2019-02-07,2.79,20.86,34.37,7.08,5.81,469.95,4681.27,5180.8
2019-02-08,1.8,26.22,54.74,7.33,2.59,505.62,4777.54,4878.46
2019-02-09,1.63,29.98,61.16,7.38,8.28,423.06,5121.82,4441.22
2019-02-10,2.73,28.37,49.45,7.19,2.51,527.94,4283.03,5422.16
2019-02-11,1.16,26.8,61.77,6.99,1.93,534.54,4376.57,5203.81
2019-02-12,4.41,20.7,58.25,7.27,2.89,546.99,4565.84,5461.31
2019-02-13,4.53,24.71,68.88,7.3,3.33,589.17,4196.55,5762.05
2019-02-14,1.4,20.74,48.21,7.16,3.92,460.98,4204.93,5520.38
2019-02-15,0.93,17.31,58.14,7.37,4.89,474.77,4985.59,4760.87
2019-02-16,0.67,24.35,21.46,6.73,5.55,484.14,5120.53,4459.3
2019-02-17,2.15,25.59,12.67,7.51,3.31,578.41,4364.26,5338.64
2019-02-18,4.5,20.18,48.24,7.34,5.06,422.43,4979.33,5067.54
2019-02-19,0.03,24.6,58.8,7.09,0.13,549.65,4670.85,4839.87
2019-02-20,3.33,21.92,43.18,6.89,4.24,457.84,4314.2,5580.74
2019-02-21,0.99,22.08,44.15,7.08,2.35,424.71,4744.52,4912.53
2019-02-22,2.5,23.75,57.7,7.28,6.79,500.74,4719.28,3055.68
2019-02-23,1.49,27.09,32.84,7.4,6.29,463.11,4716.51,4890.39
2019-02-24,0.23,23.32,61.74,7.05,7.13,483.38,4541.65,5015.02
2019-02-25,4.55,22.31,12.0,7.12,3.73,436.81,4989.02,5020.08
2019-02-26,0.56,27.8,66.78,7.37,2.98,458.01,4533.85,4966.68
2019-02-27,0.52,25.3,45.28,6.98,2.21,457.43,5008.96,4536.97
2019-02-28,1.94,25.94,43.58,7.44,4.25,491.13,4989.15,4686.33
2019-03-01,0.57,28.83,62.85,7.35,1.89,565.94,4023.52,5457.04
2019-03-02,1.41,30.93,54.43,7.41,1.61,496.36,4187.46,5334.98
2019-03-03,0.96,32.38,50.86,7.08,13.18,480.77,4701.57,4746.8
2019-03-04,3.75,27.66,31.04,6.86,4.01,488.35,4429.59,5392.65
2019-03-05,1.5,26.9,41.05,6.75,5.32,490.85,4714.97,4897.31
2019-03-06,0.32,35.55,15.1,7.16,1.32,549.69,4529.25,4791.69
2019-03-07,1.1,32.35,62.91,7.59,5.82,518.04,4820.85,4642.47
2019-03-08,0.83,36.03,49.44,6.91,2.96,567.53,4649.85,4712.43
2019-03-09,0.28,29.99,37.72,6.96,4.94,471.3,5303.23,4124.92
2019-03-10,2.83,27.1,60.19,7.45,3.9,398.85,4603.86,5136.86
2019-03-11,2.52,36.7,48.45,7.51,3.13,455.0,5366.32,4151.88
2019-03-12,1.03,23.88,67.5,7.09,2.88,524.01,4465.85,5159.06
2019-03-13,0.76,34.39,51.9,7.13,3.18,546.71,4745.9,4642.21
2019-03-14,2.13,37.93,45.39,7.06,4.09,420.4,4885.63,4568.62
2019-03-15,0.21,31.41,73.08,7.55,12.17,536.22,5352.16,4040.98
2019-03-16,0.3,32.75,61.33,6.59,2.05,492.34,5198.43,4176.86
2019-03-17,0.48,35.29,88.09,6.62,3.95,500.58,4706.08,4636.52
2019-03-18,1.33,26.2,79.71,7.29,4.58,528.15,4368.55,5239.95
2019-03-19,0.17,27.83,59.18,7.4,2.56,506.48,5055.52,4404.43
2019-03-20,4.45,35.23,43.89,7.2,6.01,409.01,4813.62,4927.15
2019-03-21,2.39,26.17,51.26,6.58,2.88,535.5,4998.22,4717.49
2019-03-22,0.37,30.98,10.0,7.22,2.31,509.95,4477.1,4940.6
2019-03-23,0.2,39.64,48.72,7.02,11.03,546.06,5109.33,4117.91
2019-03-24,1.78,30.29,68.12,6.8,3.42,532.74,5231.24,4341.35
2019-03-25,3.58,27.46,49.15,7.34,2.36,451.13,4428.68,5379.93
2019-03-26,0.26,37.05,77.77,6.91,2.7,597.79,4980.87,4304.6
2019-03-27,4.34,38.07,69.3,7.79,4.68,503.92,5005.36,4667.24
2019-03-28,2.57,32.92,47.47,7.21,5.97,546.96,4744.53,4854.27
2019-03-29,1.47,31.59,34.07,7.23,1.1,500.53,4538.79,4976.73
2019-03-30,1.7,32.94,48.93,6.86,1.26,545.61,4494.45,5016.47
2019-03-31,2.09,32.62,58.79,7.17,1.9,546.12,4993.9,4562.68
2019-04-01,1.05,28.53,16.43,7.59,5.12,477.41,4508.94,5025.44
2019-04-02,1.83,26.88,48.07,7.48,4.05,450.05,4985.69,4659.74
2019-04-03,1.94,34.17,54.47,6.67,2.3,502.79,5105.78,4404.55
2019-04-04,0.2,35.81,63.5,7.77,3.37,480.91,4336.81,4966.63
2019-04-05,0.35,25.79,40.87,7.05,3.57,489.71,4833.18,4686.04
2019-04-06,1.62,30.29,56.49,6.32,1.52,454.59,4785.71,4770.48
2019-04-07,2.86,31.7,19.25,7.52,2.01,453.91,5301.51,4350.13
2019-04-08,2.47,25.34,38.46,7.09,8.44,522.03,4207.64,5532.74
2019-04-09,1.15,39.58,34.53,7.48,2.48,566.19,4856.12,4467.31
2019-04-10,0.86,30.69,64.57,7.35,1.68,541.38,5171.18,4301.33
2019-04-11,0.42,32.46,61.93,7.31,3.88,501.93,5118.21,4274.47
2019-04-12,2.92,27.02,48.87,6.97,3.02,416.62,4600.97,5150.16
2019-04-13,0.4,27.73,20.71,7.14,2.45,526.94,4624.51,4860.77
2019-04-14,0.01,40.17,57.57,7.28,1.51,482.84,4859.19,4337.89
2019-04-15,0.84,29.95,30.53,6.48,1.43,467.2,5043.57,4441.32
2019-04-16,0.8,24.12,67.0,7.39,5.55,493.74,4455.95,5141.99
2019-04-17,2.18,29.97,50.13,7.19,2.61,489.52,4445.36,5172.81
2019-04-18,5.9,27.28,66.69,7.45,5.34,537.38,5413.52,4630.6
2019-04-19,3.62,30.59,42.0,7.17,2.33,565.6,5134.74,4615.24
2019-04-20,1.06,23.88,43.21,7.57,3.37,513.84,5053.32,4574.67
2019-04-21,0.66,30.9,65.67,6.84,3.03,436.4,4288.27,5159.99
2019-04-22,0.29,37.73,58.49,6.97,3.78,477.52,4608.96,4665.16
2019-04-23,0.28,21.65,61.14,7.82,4.75,511.7,4550.44,5044.27
2019-04-24,5.77,34.33,34.03,6.68,5.22,473.54,4728.32,5162.54
